sigla_uf	nome_municipio	ano	ibc	cobertura_pop_4g5g	fibra	adensamento_estacoes	densidade_smp	hhi_smp	densidade_scm	hhi_scm
GO	Anicuns	2022	58.45	87.80	100	5.40	79.51	51	12.68	37
GO	Barro Alto	2022	64.93	90.56	100	14.46	93.11	75	5.76	72
GO	Campinaçu	2022	47.05	61.94	100	13.48	46.16	4	11.21	61
GO	Damolândia	2022	60.74	95.89	100	12.23	90.20	9	7.62	62
AC	Porto Walter	2021	19.30	41.48	0	4.11	22.15	66	0.34	58
AM	Codajás	2021	45.64	67.49	100	1.73	36.41	36	0.02	81
AM	Tabatinga	2021	51.76	79.99	100	1.50	42.26	82	0.17	84
RR	Boa Vista	2021	63.84	98.22	100	8.12	81.07	74	16.42	52
PA	Brejo Grande do Araguaia	2021	44.40	54.96	100	10.48	46.33	14	0.53	66
PA	Vitória do Xingu	2021	51.56	47.75	100	13.33	62.60	65	3.36	88
AP	Vitória do Jari	2021	20.44	83.42	0	4.65	16.23	16	6.97	5
TO	Cristalândia	2021	29.63	82.88	0	7.07	57.95	45	1.18	11
TO	Marianópolis do Tocantins	2021	45.03	56.21	100	9.64	40.15	56	0.68	52
TO	Palmas	2021	68.60	98.47	100	12.14	88.43	82	18.24	85
MA	Cedral	2021	24.10	67.94	0	7.20	40.40	10	0.17	55
MA	Olho d'Água das Cunhãs	2021	43.97	67.20	100	3.93	34.39	64	0.29	27
MA	Santa Luzia	2021	47.10	48.48	100	6.33	40.01	87	1.96	80
MA	Santana do Maranhão	2021	18.01	31.23	0	3.75	22.83	69	0.40	61
MA	Senador Alexandre Costa	2021	41.94	65.98	100	4.55	32.01	9	0.04	59
PI	Barreiras do Piauí	2021	25.74	75.07	0	15.32	37.59	25	0.15	39
PI	Domingos Mourão	2021	37.80	28.47	100	5.91	27.69	37	0.05	78
PI	Esperantina	2021	54.08	68.42	100	7.08	55.48	89	10.21	61
PI	São Félix do Piauí	2021	28.09	59.83	0	17.58	43.09	49	0.43	73
PI	Várzea Branca	2021	19.24	43.43	0	15.64	37.93	4	0.03	40
CE	Icó	2021	50.22	72.33	100	5.64	41.23	77	11.39	42
CE	Maracanaú	2021	68.40	99.99	100	5.45	88.51	82	16.01	99
CE	Uruburetama	2021	52.94	88.34	100	4.63	44.10	69	1.57	75
RN	Bom Jesus	2021	51.39	95.58	100	2.49	66.40	6	4.53	17
RN	São Gonçalo do Amarante	2021	59.92	92.73	100	7.84	52.24	89	20.30	66
RN	Serra de São Bento	2021	32.83	89.81	0	13.43	59.82	27	1.54	43
RN	Serrinha dos Pintos	2021	46.25	70.04	100	10.64	47.19	20	13.51	4
PB	São João do Rio do Peixe	2021	48.88	66.41	100	5.70	42.52	27	14.55	73
PB	Junco do Seridó	2021	47.48	80.54	100	10.65	42.25	16	14.76	10
PB	Salgado de São Félix	2021	43.36	57.11	100	6.36	36.51	37	3.65	49
PE	Granito	2021	23.67	38.59	0	10.16	34.47	81	1.67	67
PE	Inajá	2021	38.41	49.74	100	2.14	27.57	29	2.36	37
PE	Orocó	2021	43.13	44.65	100	5.04	48.49	53	9.95	10
PE	Primavera	2021	49.91	83.60	100	3.37	45.58	46	18.87	4
PE	Ribeirão	2021	52.59	90.54	100	6.45	43.55	92	4.12	30
PE	Tracunhaém	2021	53.90	97.17	100	5.56	56.76	46	5.64	35
SE	Indiaroba	2021	44.30	57.54	100	5.61	32.67	53	3.04	64
SE	Ribeirópolis	2021	52.67	95.43	100	5.44	57.78	48	5.91	12
BA	Banzaê	2021	39.76	53.17	100	3.88	28.49	11	0.10	68
BA	Bonito	2021	39.38	45.26	100	4.54	32.50	10	0.04	72
BA	Campo Formoso	2021	44.63	36.50	100	4.30	47.99	84	5.53	44
BA	Crisópolis	2021	43.65	66.10	100	3.63	47.02	16	0.76	32
BA	Malhada de Pedras	2021	42.17	55.55	100	6.17	47.20	12	0.03	37
BA	Mirangaba	2021	37.86	31.55	100	4.14	17.88	69	4.65	59
BA	Rio Real	2021	46.89	74.56	100	4.99	47.31	28	2.35	41
BA	Santa Bárbara	2021	51.79	76.99	100	7.35	64.62	59	0.67	30
BA	Santaluz	2021	52.79	62.92	100	2.73	58.43	93	9.54	54
BA	Sítio do Mato	2021	25.58	59.51	0	9.81	41.81	83	2.67	13
MG	Abre Campo	2021	56.62	66.06	100	11.48	76.84	65	1.71	85
MG	Alto Caparaó	2021	55.41	92.26	100	8.66	58.01	23	24.72	25
MG	Campina Verde	2021	54.30	79.07	100	14.31	62.20	59	14.50	15
MG	Cana Verde	2021	48.23	78.08	100	9.20	54.67	17	10.61	6
MG	Carmo da Cachoeira	2021	59.49	83.30	100	16.86	66.74	53	12.59	81
MG	Córrego do Bom Jesus	2021	53.60	78.43	100	20.92	45.42	67	21.64	13
MG	Ingaí	2021	33.74	76.96	0	27.68	56.24	9	13.26	55
MG	Jequitinhonha	2021	47.21	73.50	100	6.03	41.36	19	2.85	73
MG	Limeira do Oeste	2021	53.93	75.84	100	16.82	73.39	42	9.61	9
MG	Mariana	2021	65.83	93.68	100	12.05	87.59	85	13.33	68
MG	Nova Lima	2021	72.58	99.37	100	17.15	87.95	87	31.03	94
MG	Olaria	2021	58.67	55.67	100	45.51	63.71	60	13.19	85
MG	Porto Firme	2021	24.37	58.27	0	9.01	40.58	17	1.78	70
MG	Quartel Geral	2021	61.55	88.17	100	21.40	77.49	46	14.15	60
MG	São Francisco	2021	50.64	73.82	100	6.81	55.42	33	5.34	61
MG	São Roque de Minas	2021	58.43	68.57	100	18.10	88.22	46	9.52	51
MG	Visconde do Rio Branco	2021	59.73	92.11	100	6.52	70.19	79	10.99	51
ES	Brejetuba	2021	47.07	64.04	100	12.39	54.03	9	5.92	44
ES	Mantenópolis	2021	33.37	85.54	0	16.42	50.25	48	2.30	64
ES	Vargem Alta	2021	50.70	73.27	100	16.52	55.99	28	14.37	17
RJ	Japeri	2021	56.32	99.57	100	6.29	60.57	81	1.92	30
RJ	Rio Bonito	2021	59.31	95.17	100	16.45	67.96	55	11.83	42
RJ	Tanguá	2021	59.86	96.11	100	6.63	61.05	64	20.14	57
SP	Artur Nogueira	2021	65.17	99.79	100	6.40	79.39	75	17.44	74
SP	Bariri	2021	63.59	97.44	100	5.02	65.35	87	22.26	75
SP	Cândido Rodrigues	2021	57.68	99.16	100	18.32	69.57	18	6.46	49
SP	Diadema	2021	65.63	100.00	100	5.03	78.42	94	16.95	70
SP	Gabriel Monteiro	2021	59.46	95.92	100	27.77	64.49	17	14.54	58
SP	Indiana	2021	63.46	96.80	100	21.10	80.16	34	16.68	64
SP	Itapuí	2021	62.35	99.72	100	8.99	67.14	65	19.80	64
SP	Itatinga	2021	62.05	94.99	100	17.02	67.34	43	17.11	84
SP	Morungaba	2021	64.68	96.52	100	14.75	77.41	34	24.21	84
SP	Nova Castilho	2021	56.22	84.23	100	59.77	53.74	8	5.41	40
SP	Onda Verde	2021	64.68	93.30	100	17.28	84.74	88	1.74	81
SP	Palmital	2021	57.68	95.93	100	6.91	67.91	34	12.01	54
SP	Santa Cruz da Conceição	2021	70.62	93.56	100	33.64	87.28	74	29.87	60
PR	Cianorte	2021	64.86	96.23	100	9.38	72.13	75	19.85	89
PR	Francisco Alves	2021	53.85	70.42	100	12.98	84.69	14	1.91	48
PR	Mercedes	2021	58.55	69.15	100	9.15	69.08	58	24.58	72
PR	Porto Vitória	2021	52.10	52.11	100	19.00	66.71	47	7.69	63
PR	Turvo	2021	49.07	44.04	100	9.90	59.63	68	7.93	56
SC	Faxinal dos Guedes	2021	59.28	74.94	100	9.67	73.37	66	16.81	70
SC	Imbituba	2021	69.46	99.59	100	11.81	86.34	68	32.16	74
SC	Macieira	2021	39.20	33.28	100	29.25	27.37	13	7.22	39
SC	Rodeio	2021	64.28	85.90	100	11.03	81.36	71	31.82	41
SC	Timbé do Sul	2021	50.29	59.75	100	14.44	61.01	44	11.28	32
SC	Tubarão	2021	67.73	97.44	100	9.35	86.15	77	17.69	94
RS	Condor	2021	55.53	71.70	100	15.19	62.46	68	9.94	59
RS	Crissiumal	2021	51.30	72.03	100	5.81	53.26	69	4.78	53
RS	Espumoso	2021	56.13	78.85	100	4.94	57.09	68	18.32	61
RS	Giruá	2021	60.08	84.17	100	8.17	61.35	67	21.29	83
RS	Lajeado do Bugre	2021	25.07	81.23	0	20.01	23.40	45	5.29	8
RS	Mampituba	2021	19.75	44.03	0	17.34	6.06	74	0.23	73
RS	Mato Queimado	2021	31.27	83.53	0	31.91	34.60	22	2.09	77
RS	Porto Vera Cruz	2021	44.29	33.01	100	40.86	37.57	18	17.15	32
RS	Porto Xavier	2021	56.39	82.02	100	10.13	55.59	65	11.03	76
RS	Rolador	2021	45.57	57.37	100	22.64	42.76	17	5.18	46
RS	Santa Vitória do Palmar	2021	58.16	86.11	100	14.04	76.53	23	6.30	76
RS	São Paulo das Missões	2021	49.20	63.89	100	13.64	44.62	24	15.47	61
MS	Costa Rica	2021	60.67	87.35	100	9.58	86.98	40	5.49	77
MT	Vila Bela da Santíssima Trindade	2021	40.53	36.97	100	4.70	30.66	80	3.86	37
MT	Reserva do Cabaçal	2021	46.06	67.30	100	18.66	25.83	54	3.39	57
MT	Ribeirãozinho	2021	57.80	78.64	100	31.61	86.82	4	12.00	22
GO	Corumbá de Goiás	2021	52.94	70.26	100	13.74	45.04	76	8.32	75
GO	Edealina	2021	16.58	0.00	0	13.97	47.18	23	2.33	66
GO	Joviânia	2021	42.76	93.60	0	10.40	76.07	84	7.87	75
GO	Mambaí	2021	26.72	73.92	0	2.77	50.52	2	2.18	61
GO	Marzagão	2021	61.82	90.16	100	22.71	80.09	10	15.18	81
GO	Orizona	2021	53.31	62.81	100	9.74	70.20	45	5.67	71
GO	Palestina de Goiás	2021	27.78	67.44	0	7.41	50.41	23	0.55	72
RO	Colorado do Oeste	2024	44.16	77.99	50	21.10	63.00	47	35.57	9
RO	Nova Brasilândia D'Oeste	2024	43.76	52.24	100	15.15	53.45	52	10.88	39
RO	Itapuã do Oeste	2024	46.03	62.72	100	16.29	61.06	2	42.16	36
AM	Japurá	2024	17.94	44.69	0	15.96	41.08	10	7.26	17
AM	Manaus	2024	62.73	99.48	100	26.67	69.03	60	53.66	80
PA	Novo Repartimento	2024	38.47	45.80	100	13.33	42.81	26	5.87	66
PA	Placas	2024	29.00	26.72	50	7.99	29.60	51	13.96	77
PA	Viseu	2024	35.55	67.02	50	11.30	24.32	36	3.77	84
TO	Araguaçu	2024	31.85	71.70	0	24.18	53.79	50	2.78	73
TO	Caseara	2024	41.15	57.80	0	39.93	53.36	16	100.00	31
TO	Dueré	2024	30.75	70.75	0	46.29	48.17	20	5.67	49
TO	Maurilândia do Tocantins	2024	41.88	81.73	0	47.30	62.40	13	0.87	56
TO	Presidente Kennedy	2024	55.01	89.53	100	49.16	54.02	5	34.50	19
MA	Fortuna	2024	23.54	64.32	0	5.77	36.60	5	1.35	54
MA	Pio XII	2024	54.84	82.27	100	20.12	45.55	48	2.62	72
MA	São Bernardo	2024	41.35	57.52	100	5.38	35.49	34	18.36	44
MA	São Félix de Balsas	2024	19.68	39.36	0	22.25	30.43	14	3.23	58
MA	São José de Ribamar	2024	69.08	99.62	100	21.95	59.00	63	21.88	90
PI	Aroazes	2024	35.76	65.87	50	27.61	37.60	48	17.39	30
PI	Prata do Piauí	2024	40.09	89.31	0	32.28	56.55	47	7.50	36
CE	Araripe	2024	53.30	82.15	100	19.78	41.13	54	7.90	58
CE	Fortaleza	2024	78.34	100.00	100	30.30	74.80	69	59.18	87
CE	General Sampaio	2024	39.46	82.64	0	28.89	37.67	38	0.94	77
RN	Baía Formosa	2024	44.75	91.54	0	21.98	52.71	32	43.22	34
RN	Japi	2024	37.25	85.36	0	38.23	42.03	24	20.60	6
RN	Lajes	2024	55.76	80.13	100	24.73	64.87	36	18.30	74
RN	Tangará	2024	55.26	83.64	100	11.03	55.66	63	12.28	57
PB	Cacimba de Dentro	2024	33.33	78.52	0	9.16	36.42	36	0.03	16
PB	Cajazeirinhas	2024	43.62	68.84	50	54.03	25.72	3	4.23	59
PB	Imaculada	2024	33.60	51.32	50	9.48	24.83	24	0.07	72
PB	Juripiranga	2024	40.56	98.99	0	9.75	1.85	61	29.02	45
PE	Barreiros	2024	63.26	95.37	100	14.27	50.53	57	17.73	64
PE	Bodocó	2024	45.61	59.10	100	8.30	35.44	66	2.45	79
PE	Paranatama	2024	36.64	61.24	50	11.80	50.78	1	0.92	67
AL	Campo Alegre	2024	56.08	99.01	100	16.81	39.04	57	2.48	68
AL	Delmiro Gouveia	2024	48.14	89.21	50	11.36	46.33	56	24.21	74
AL	Maceió	2024	69.42	99.94	100	27.90	71.52	68	43.64	70
AL	Palestina	2024	47.55	96.74	0	34.01	77.58	1	1.87	68
AL	São Sebastião	2024	53.75	84.16	100	12.23	37.06	61	0.07	60
SE	Areia Branca	2024	56.48	79.54	100	8.08	38.01	33	43.45	47
BA	Aracatu	2024	33.05	34.60	100	6.93	24.34	4	4.32	63
BA	Itaju do Colônia	2024	25.55	57.59	0	24.36	41.08	3	1.26	72
BA	Lamarão	2024	39.75	87.32	0	21.49	42.64	1	0.19	71
BA	Ouriçangas	2024	33.58	73.21	0	12.60	39.69	1	1.98	62
BA	Sátiro Dias	2024	24.82	42.12	0	12.13	49.20	58	8.83	9
BA	Tanhaçu	2024	25.85	50.25	0	13.80	44.87	37	0.68	53
MG	Alvarenga	2024	47.24	63.05	50	37.39	49.10	31	48.35	38
MG	Barra Longa	2024	60.48	53.30	100	43.55	37.80	50	50.87	66
MG	Betim	2024	77.16	99.94	100	25.04	69.23	63	64.96	86
MG	Campanário	2024	54.36	79.57	100	51.42	57.66	1	3.51	73
MG	Chapada do Norte	2024	47.92	61.37	50	69.83	43.19	29	2.74	68
MG	Felício dos Santos	2024	39.13	55.07	50	19.05	48.89	1	42.02	12
MG	Ipuiúna	2024	56.04	88.37	100	26.88	52.96	23	29.09	33
MG	Itamarandiba	2024	53.95	76.91	100	21.97	53.99	35	24.12	77
MG	Itatiaiuçu	2024	72.74	92.70	100	62.49	90.54	34	27.95	36
MG	José Raydan	2024	45.90	77.67	0	45.96	50.69	35	0.63	74
MG	Limeira do Oeste	2024	54.72	75.39	100	33.01	43.85	46	63.39	39
MG	Montalvânia	2024	29.58	77.40	0	24.72	52.68	1	4.45	24
MG	Sabará	2024	75.89	99.77	100	24.95	66.44	63	60.50	84
MG	Santana da Vargem	2024	56.82	83.67	100	22.12	56.12	21	21.24	52
MG	Santo Antônio do Amparo	2024	61.20	91.67	100	31.16	51.80	14	51.46	46
MG	São Sebastião do Rio Verde	2024	40.26	79.41	0	42.14	4.21	13	53.62	49
MG	Sarzedo	2024	74.24	99.99	100	16.53	62.17	48	79.79	61
RJ	Cachoeiras de Macacu	2024	69.26	93.86	100	22.56	57.15	65	63.12	42
RJ	Nova Friburgo	2024	75.52	94.85	100	32.46	67.46	63	87.04	77
SP	Álvares Florence	2024	64.97	92.89	100	37.71	53.36	39	31.30	46
SP	Angatuba	2024	65.08	90.98	100	44.88	59.70	42	59.98	63
SP	Guararema	2024	81.04	96.56	100	41.62	71.69	50	99.47	58
SP	Ibiúna	2024	76.29	90.43	100	30.91	70.54	31	97.24	62
SP	Itariri	2024	61.32	92.77	100	41.24	45.90	33	19.46	64
SP	Mombuca	2024	65.62	95.48	100	65.53	46.43	49	11.99	66
SP	Monte Alto	2024	70.43	98.62	100	16.42	61.47	56	41.73	82
SP	Piracicaba	2024	73.31	98.99	100	21.76	73.11	63	81.48	74
SP	Salto Grande	2024	71.28	97.40	100	37.99	64.17	43	56.83	31
SP	Suzano	2024	72.06	99.93	100	14.90	60.82	64	52.41	75
SP	Tarumã	2024	66.75	98.06	100	19.67	61.93	29	29.86	84
SP	Valentim Gentil	2024	65.08	98.81	100	20.65	71.62	63	0.62	72
PR	Esperança Nova	2024	54.91	94.58	0	53.82	57.09	56	59.74	6
PR	Imbituva	2024	62.03	80.34	100	16.26	58.88	46	33.04	77
PR	Iretama	2024	59.32	70.98	100	41.50	49.65	42	37.28	41
PR	Itapejara d'Oeste	2024	61.38	82.64	100	15.67	66.25	50	30.92	52
PR	Ivaiporã	2024	63.92	87.68	100	14.91	54.55	51	43.55	57
PR	Jesuítas	2024	60.78	92.64	100	23.02	46.68	56	10.04	52
PR	Nova América da Colina	2024	62.70	92.97	100	60.62	59.19	23	9.47	29
PR	Rio Bom	2024	48.46	81.48	0	77.57	53.70	20	0.31	57
PR	Santa Maria do Oeste	2024	36.52	34.93	50	30.05	39.11	38	4.61	83
SC	Coronel Freitas	2024	58.49	81.41	100	28.35	51.64	58	0.57	50
SC	Lebon Régis	2024	54.57	72.86	100	25.85	55.15	67	13.94	69
SC	Papanduva	2024	55.89	67.84	100	12.71	55.88	53	44.94	61
SC	Presidente Getúlio	2024	68.09	85.90	100	11.74	59.23	61	53.57	78
SC	São João do Sul	2024	57.96	87.50	50	38.35	48.29	60	49.31	13
SC	Saudades	2024	64.51	72.75	100	28.09	43.70	58	46.44	67
RS	Arambaré	2024	74.73	69.15	100	71.24	87.56	40	100.00	52
RS	Cachoeira do Sul	2024	58.47	91.12	100	16.41	57.09	34	54.79	65
RS	Campestre da Serra	2024	64.47	67.83	50	100.00	53.74	32	82.30	42
RS	Campinas do Sul	2024	61.88	89.55	100	27.83	57.19	53	23.56	65
RS	Cândido Godói	2024	56.00	65.13	100	23.36	65.89	40	25.50	44
RS	Lajeado do Bugre	2024	48.19	84.39	50	37.59	12.71	25	18.70	49
RS	Saldanha Marinho	2024	76.14	85.79	100	57.23	85.62	45	63.62	51
RS	Unistalda	2024	48.22	50.11	50	73.10	73.23	14	21.56	65
MS	Rio Negro	2024	32.41	74.83	0	30.41	65.64	8	6.54	69
MT	Colniza	2024	25.94	51.94	0	7.67	42.35	43	17.93	69
MT	Novo Horizonte do Norte	2024	32.56	57.85	50	15.12	2.12	42	18.52	67
MT	São José do Xingu	2024	33.44	54.56	0	48.64	44.71	44	14.55	73
MT	Santa Rita do Trivelato	2024	35.81	67.29	0	100.00	21.89	15	15.81	49
MT	Terra Nova do Norte	2024	46.15	51.41	100	28.19	53.50	20	30.19	52
GO	Aragoiânia	2024	57.34	89.43	100	15.93	58.12	55	10.67	68
GO	Córrego do Ouro	2024	36.95	68.98	50	20.36	4.02	53	37.76	18
GO	Guapó	2024	67.34	93.90	100	17.00	68.36	63	42.99	52
GO	Pilar de Goiás	2024	32.71	46.93	50	43.71	4.25	38	5.24	81
GO	Rio Verde	2024	64.33	93.82	100	18.91	71.66	61	67.36	76
RO	Governador Jorge Teixeira	2023	29.48	38.10	0	10.41	65.31	67	0.54	85
AM	Iranduba	2023	57.45	84.00	100	6.49	69.03	60	6.01	75
PA	Rondon do Pará	2023	50.66	73.58	100	3.53	48.44	36	9.55	76
PA	Rurópolis	2023	40.37	34.56	100	3.49	38.77	42	4.29	56
PA	Trairão	2023	46.83	55.48	100	5.47	48.91	39	1.03	81
TO	Fátima	2023	52.81	90.78	100	18.02	58.90	20	1.14	40
MA	Governador Luiz Rocha	2023	48.62	73.50	100	5.90	56.05	10	13.34	26
MA	Palmeirândia	2023	23.58	73.24	0	4.94	17.22	82	3.33	27
MA	Porto Franco	2023	60.24	81.49	100	3.48	72.84	88	12.11	76
MA	Tutóia	2023	50.42	65.94	100	6.24	53.90	55	1.71	76
PI	Betânia do Piauí	2023	44.63	52.62	100	10.04	59.91	6	8.49	17
PI	Pio IX	2023	40.43	35.23	100	2.36	30.30	61	7.28	55
PI	Redenção do Gurguéia	2023	27.13	67.33	0	9.92	50.45	1	0.56	78
PI	União	2023	47.85	60.91	100	4.52	50.27	23	7.58	76
CE	Barro	2023	53.07	74.45	100	12.89	64.83	44	5.48	46
CE	Guaraciaba do Norte	2023	58.68	95.45	100	6.93	49.88	86	15.31	66
CE	Jaguaribara	2023	59.72	84.14	100	10.05	68.74	76	18.84	48
CE	Paraipaba	2023	60.63	94.51	100	7.76	75.37	84	9.43	40
CE	Potengi	2023	58.28	93.99	100	11.79	66.19	77	13.18	18
CE	Russas	2023	61.64	91.17	100	6.57	74.89	84	15.73	51
CE	Tianguá	2023	59.89	95.32	100	5.37	71.79	55	13.86	57
CE	Umirim	2023	59.55	96.67	100	8.34	68.49	84	3.75	54
RN	Macaíba	2023	58.63	91.03	100	6.08	63.00	63	14.31	65
RN	Nísia Floresta	2023	56.94	100.00	100	13.04	38.91	65	16.49	64
RN	Patu	2023	38.77	92.06	0	7.57	68.77	5	25.15	67
RN	São Vicente	2023	34.99	86.36	0	9.90	50.02	55	16.57	51
RN	Vera Cruz	2023	63.36	93.27	100	7.80	86.16	66	10.57	69
PB	Gurinhém	2023	59.68	94.49	100	10.59	67.04	82	3.68	65
PB	São José de Princesa	2023	46.08	86.77	100	12.19	34.50	31	1.37	18
PB	São José do Bonfim	2023	32.25	99.22	0	12.85	49.57	35	2.74	28
PE	Barra de Guabiraba	2023	37.83	99.36	0	8.49	53.53	59	10.83	67
PE	Feira Nova	2023	39.46	99.92	0	3.89	74.39	65	6.00	46
PE	Manari	2023	44.09	61.92	100	3.51	25.50	74	0.88	61
SE	Frei Paulo	2023	57.43	85.20	100	8.60	68.13	67	9.88	50
SE	Riachuelo	2023	57.62	99.56	100	10.02	65.82	65	0.20	49
SE	Tobias Barreto	2023	59.42	88.47	100	4.50	72.49	45	11.66	85
BA	Antas	2023	56.41	94.05	100	11.73	72.86	46	2.72	30
BA	Boninal	2023	24.22	40.82	0	4.59	48.12	51	0.47	73
BA	Encruzilhada	2023	49.92	69.78	100	8.72	36.09	85	0.42	81
BA	Formosa do Rio Preto	2023	31.85	62.00	0	7.24	67.04	20	9.70	76
BA	Itaberaba	2023	61.39	82.08	100	3.52	84.33	70	16.80	59
BA	Uruçuca	2023	60.60	88.73	100	4.86	80.33	78	2.80	73
MG	Campos Gerais	2023	58.86	84.68	100	9.57	72.58	65	10.53	59
MG	Carrancas	2023	42.31	68.00	0	20.57	78.36	60	30.55	63
MG	Conceição da Barra de Minas	2023	41.37	92.46	0	23.40	61.59	64	20.03	54
MG	Curvelo	2023	63.64	94.69	100	11.66	90.54	34	13.84	69
MG	Jequeri	2023	33.40	80.36	0	13.41	58.60	23	4.59	77
MG	João Monlevade	2023	70.25	100.00	100	7.79	90.51	86	28.27	75
MG	Mar de Espanha	2023	66.80	95.59	100	8.19	79.70	85	28.52	64
MG	Mato Verde	2023	35.22	81.76	0	8.65	76.24	18	3.82	66
MG	Morro do Pilar	2023	63.54	83.84	100	26.59	79.80	67	11.42	75
MG	Santana da Vargem	2023	56.81	87.71	100	9.41	73.50	22	9.72	60
MG	Santo Antônio do Retiro	2023	18.09	33.50	0	9.42	41.40	8	7.22	24
MG	São Geraldo	2023	57.78	94.04	100	12.15	70.13	67	9.24	19
MG	São João da Ponte	2023	48.85	65.16	100	10.44	54.89	66	3.08	24
MG	São José da Varginha	2023	60.79	95.65	100	22.96	57.21	39	24.42	61
MG	São Vicente de Minas	2023	61.09	90.87	100	9.18	76.39	62	15.01	56
MG	Silveirânia	2023	56.64	75.32	100	26.89	55.15	67	11.94	60
MG	Três Marias	2023	68.08	95.34	100	7.93	90.71	73	30.75	57
ES	Montanha	2023	50.11	67.68	100	9.92	71.99	10	6.05	32
SP	Adamantina	2023	65.12	98.18	100	8.41	90.83	28	29.78	45
SP	Assis	2023	65.74	99.72	100	7.60	88.54	38	20.91	79
SP	Cajobi	2023	65.05	99.92	100	15.96	76.36	74	27.51	30
SP	Casa Branca	2023	67.76	98.88	100	17.06	83.71	68	18.81	86
SP	Cotia	2023	71.10	99.97	100	8.90	90.25	76	31.16	89
SP	Cruzália	2023	44.10	98.20	0	19.76	90.39	8	10.99	85
SP	Itapecerica da Serra	2023	69.39	100.00	100	12.35	90.08	88	14.85	93
SP	Itapura	2023	61.03	83.79	100	26.17	72.50	72	23.93	13
SP	Jaboticabal	2023	70.21	99.13	100	8.99	90.18	68	29.87	88
SP	Lucianópolis	2023	62.29	93.17	100	17.56	82.73	15	28.33	36
SP	Mirassolândia	2023	64.29	94.49	100	17.84	88.61	64	8.55	60
SP	Nipoã	2023	64.58	99.25	100	21.92	81.72	52	17.65	47
SP	Parapuã	2023	64.14	98.62	100	13.78	77.47	47	15.59	85
SP	Santa Lúcia	2023	62.70	99.40	100	17.48	77.47	67	18.75	20
SP	São Sebastião da Grama	2023	57.91	85.43	100	5.98	58.03	76	27.47	30
SP	Sorocaba	2023	71.61	100.00	100	7.60	90.34	90	34.78	74
PR	Abatiá	2023	58.84	93.77	100	14.38	73.34	42	5.94	57
PR	Bom Sucesso do Sul	2023	54.55	77.24	100	13.01	56.58	68	0.84	79
PR	Campina Grande do Sul	2023	69.36	99.26	100	17.43	84.34	89	15.07	100
PR	Cornélio Procópio	2023	70.23	98.26	100	8.29	90.19	82	32.44	70
PR	Ivaiporã	2023	59.79	88.72	100	5.73	73.97	63	12.74	62
PR	Juranda	2023	66.29	99.12	100	18.76	90.03	61	10.65	71
PR	Moreira Sales	2023	54.62	91.43	100	11.18	66.52	36	10.38	14
PR	Planaltina do Paraná	2023	59.17	77.75	100	20.47	77.31	52	9.01	63
SC	Agronômica	2023	50.28	80.44	100	13.76	25.39	86	9.07	52
SC	Calmon	2023	53.40	69.00	100	30.24	55.98	30	2.06	82
SC	Campo Alegre	2023	61.05	85.61	100	10.00	79.50	55	14.19	69
SC	Ibirama	2023	68.71	97.29	100	8.39	90.14	88	21.58	76
SC	Ilhota	2023	61.34	85.01	100	9.77	65.49	81	23.62	64
SC	Palma Sola	2023	55.36	78.39	100	16.43	53.24	61	16.48	50
SC	São Domingos	2023	56.15	83.71	100	9.03	52.51	66	16.05	63
SC	Serra Alta	2023	65.39	95.56	100	18.91	80.14	70	23.52	47
SC	Vargeão	2023	61.59	82.07	100	17.19	91.25	31	23.88	28
RS	Cerro Largo	2023	66.17	95.55	100	9.12	75.28	69	28.79	80
RS	Estrela	2023	67.35	99.99	100	11.00	75.13	74	25.31	90
RS	Hulha Negra	2023	51.98	57.58	100	10.45	63.32	49	7.43	74
RS	Miraguaí	2023	61.16	75.85	100	9.41	91.13	8	26.97	69
RS	Rosário do Sul	2023	63.94	91.18	100	8.53	75.59	54	24.85	83
RS	Sagrada Família	2023	52.24	95.80	100	25.19	25.71	25	17.23	51
RS	Sananduva	2023	59.70	88.37	100	7.62	72.07	28	21.69	70
RS	São Domingos do Sul	2023	59.87	97.95	100	22.69	63.37	7	23.98	54
RS	São Miguel das Missões	2023	51.61	52.25	100	11.81	68.68	66	16.54	17
RS	Três Passos	2023	64.06	96.19	100	4.09	81.87	47	19.79	84
MT	Barra do Bugres	2023	61.97	82.99	100	10.62	80.13	41	31.39	48
GO	Mara Rosa	2023	65.59	77.61	100	13.62	90.57	75	26.59	65
GO	Santa Rita do Novo Destino	2023	19.64	38.74	0	23.23	0.10	81	8.42	59
RO	Porto Velho	2022	68.66	90.20	100	7.85	92.40	76	33.22	65
PA	Soure	2022	38.00	91.80	0	2.75	77.45	85	7.28	14
TO	Lagoa da Confusão	2022	30.90	63.15	0	4.36	65.51	28	15.17	43
TO	Lavandeira	2022	35.86	75.13	0	20.49	87.97	1	3.17	50
TO	Muricilândia	2022	27.47	71.48	0	9.90	51.41	6	0.48	63
MA	Afonso Cunha	2022	40.85	61.86	100	5.42	24.30	40	1.85	38
MA	Axixá	2022	55.01	97.17	100	5.65	55.81	71	1.10	45
MA	Capinzal do Norte	2022	47.47	60.39	100	7.32	47.56	41	0.11	79
MA	Coelho Neto	2022	54.04	84.85	100	2.80	52.64	60	7.71	70
MA	Imperatriz	2022	69.35	98.89	100	6.22	93.71	88	22.05	74
MA	São Luís	2022	70.55	99.96	100	7.91	93.65	86	25.15	79
