sigla_uf	nome_municipio	ano	ibc	cobertura_pop_4g5g	fibra	adensamento_estacoes	densidade_smp	hhi_smp	densidade_scm	hhi_scm
MG	Santa Maria do Salto	2024	48.78	73.48	100	31.23	41.34	53	0.10	69
MG	Senador José Bento	2024	45.00	78.50	0	70.19	47.32	1	1.40	75
MG	Toledo	2024	58.46	81.52	50	33.15	49.23	9	64.25	66
ES	Conceição do Castelo	2024	58.14	77.24	100	44.18	59.93	11	17.15	35
ES	Pinheiros	2024	55.26	89.19	100	26.18	54.82	10	16.67	50
ES	Rio Novo do Sul	2024	66.18	81.58	100	78.40	60.05	20	9.50	66
RJ	Cordeiro	2024	69.83	98.34	100	20.98	51.85	53	75.77	65
SP	Bom Sucesso de Itararé	2024	45.17	79.96	50	41.55	50.77	16	24.58	36
SP	Caiabu	2024	52.44	98.15	0	53.40	62.34	21	22.30	56
SP	Campina do Monte Alegre	2024	66.95	99.05	50	41.14	64.26	32	84.01	42
SP	Dobrada	2024	67.00	99.78	100	22.33	56.74	61	23.44	64
SP	Ibirarema	2024	65.89	96.64	100	38.69	63.35	35	52.16	42
SP	Mairiporã	2024	72.60	97.81	100	31.31	68.87	54	40.45	75
SP	Nova Canaã Paulista	2024	47.60	84.65	0	72.89	58.02	13	0.61	60
SP	Ocauçu	2024	70.80	93.34	100	68.00	57.81	50	33.88	65
SP	Paranapuã	2024	48.76	96.75	0	60.81	74.53	19	0.85	73
SP	Piquete	2024	47.10	95.57	0	11.93	52.10	63	57.48	18
SP	Poá	2024	76.72	100.00	100	14.56	71.78	68	70.86	77
SP	Pratânia	2024	75.09	93.53	100	57.19	71.47	57	70.67	46
SP	São Paulo	2024	80.32	99.99	100	25.39	81.86	69	78.40	70
SP	Serrana	2024	70.64	99.73	100	11.01	62.07	55	71.37	42
SP	Várzea Paulista	2024	70.96	100.00	100	14.64	62.51	54	44.72	80
PR	Engenheiro Beltrão	2024	70.50	91.63	100	36.20	62.23	50	55.45	77
PR	Ipiranga	2024	50.74	54.57	100	17.44	34.84	66	40.19	33
PR	Japira	2024	56.69	94.81	50	39.53	32.12	46	31.57	56
PR	Nossa Senhora das Graças	2024	74.97	98.83	100	40.71	62.80	53	55.90	79
PR	Paulo Frontin	2024	65.29	73.27	100	54.95	56.60	41	22.57	64
PR	Quedas do Iguaçu	2024	53.37	76.47	100	12.74	48.27	37	32.06	64
PR	Salto do Itararé	2024	65.67	85.92	100	37.97	80.53	32	37.17	39
PR	Terra Boa	2024	64.16	98.27	100	22.16	50.78	39	54.48	64
SC	Guatambú	2024	53.08	75.31	50	26.98	45.45	35	25.20	66
SC	Pedras Grandes	2024	75.85	88.02	50	69.08	100.00	50	75.98	50
RS	Barra Funda	2024	59.84	97.26	50	58.71	59.41	16	25.64	43
RS	Campina das Missões	2024	51.92	70.00	100	25.00	47.96	29	5.83	50
RS	Casca	2024	71.05	89.23	100	46.44	68.43	33	44.30	61
RS	Chuvisca	2024	48.71	56.80	50	53.35	85.92	8	10.35	20
RS	Engenho Velho	2024	64.31	89.82	50	100.00	30.88	8	55.24	56
RS	Jaguari	2024	44.18	60.81	100	18.55	55.97	19	1.65	46
RS	Paulo Bento	2024	59.04	73.10	100	45.70	25.41	12	31.54	68
RS	Presidente Lucena	2024	87.41	98.37	100	79.14	90.51	28	96.39	62
RS	Sapiranga	2024	67.29	99.26	100	13.48	61.05	41	36.82	75
RS	Taquara	2024	67.01	91.40	100	18.40	55.22	46	47.91	85
MS	Corguinho	2024	26.57	52.74	0	40.87	33.01	11	11.75	63
MS	Fátima do Sul	2024	57.52	83.61	100	16.36	60.38	28	42.44	70
GO	Jesúpolis	2024	42.48	88.64	0	47.08	63.21	2	14.71	27
GO	Montes Claros de Goiás	2024	40.85	60.06	100	16.72	49.75	11	13.71	36
GO	Novo Gama	2024	67.18	99.79	100	11.67	54.01	50	40.71	68
GO	Santa Cruz de Goiás	2024	33.65	37.66	50	33.16	25.84	13	22.38	74
GO	Terezópolis de Goiás	2024	66.92	98.89	100	30.33	85.47	50	0.97	44
AC	Epitaciolândia	2023	52.65	71.61	100	3.33	71.81	67	4.96	24
AM	Santa Isabel do Rio Negro	2023	18.20	35.97	0	4.41	34.42	54	1.59	24
PA	Bagre	2023	19.24	51.07	0	3.00	27.93	15	0.69	64
TO	Chapada da Natividade	2023	46.54	54.00	100	13.36	55.64	2	0.94	79
TO	Formoso do Araguaia	2023	58.56	76.33	100	5.51	79.44	76	4.00	74
TO	Piraquê	2023	26.65	40.60	0	18.25	65.64	4	0.98	75
MA	Açailândia	2023	64.13	89.35	100	6.84	74.76	50	34.87	70
MA	Bacurituba	2023	29.77	57.03	0	15.85	55.83	53	0.33	69
MA	Itinga do Maranhão	2023	52.95	72.24	100	4.63	72.83	45	7.53	35
MA	Sucupira do Norte	2023	47.67	52.56	100	6.10	49.91	56	2.69	76
PI	Água Branca	2023	59.72	100.00	100	4.74	75.33	63	6.65	45
PI	Dom Inocêncio	2023	36.13	21.43	100	6.82	33.26	2	0.09	86
PI	Francisco Ayres	2023	27.15	62.38	0	14.16	61.80	5	1.59	39
CE	Coreaú	2023	53.21	89.65	100	9.94	41.70	62	3.94	71
CE	Guaramiranga	2023	70.54	99.60	100	44.20	92.66	82	1.83	83
CE	Pacajus	2023	62.57	99.82	100	7.68	76.02	52	18.99	57
CE	Salitre	2023	47.60	70.31	100	7.51	44.03	36	3.81	57
CE	Santa Quitéria	2023	53.74	65.83	100	9.33	53.79	82	11.77	66
RN	Parnamirim	2023	71.45	100.00	100	8.98	89.99	88	35.12	70
RN	Portalegre	2023	54.44	92.16	100	8.22	50.84	15	17.64	63
RN	Tibau	2023	55.32	87.26	0	23.22	90.56	71	81.09	10
RN	São Gonçalo do Amarante	2023	63.90	98.30	100	7.01	74.79	89	19.44	51
RN	Viçosa	2023	38.02	99.85	0	22.86	62.16	4	15.86	50
PB	Assunção	2023	36.29	97.92	0	10.03	72.63	11	5.14	48
PB	Gurjão	2023	39.67	86.23	0	19.27	65.65	64	13.42	61
PB	Juru	2023	26.54	65.07	0	6.77	50.51	10	0.09	74
PB	Lucena	2023	45.80	97.32	0	13.26	76.12	85	24.55	55
PB	Pilõezinhos	2023	53.30	100.00	100	11.72	49.72	21	0.32	67
PB	Solânea	2023	60.01	96.52	100	4.67	69.66	61	15.53	52
PB	Vieirópolis	2023	25.83	85.35	0	8.56	41.66	19	5.41	2
PE	Capoeiras	2023	51.68	74.80	100	4.54	55.34	77	7.27	31
PE	Casinhas	2023	25.62	100.00	0	4.82	14.18	45	3.25	33
PE	Ribeirão	2023	60.46	95.80	100	9.32	68.13	75	16.65	39
AL	Passo de Camaragibe	2023	31.54	97.28	0	4.53	36.49	45	2.42	72
BA	Aporá	2023	54.28	79.48	100	9.15	60.78	52	5.33	65
BA	Casa Nova	2023	45.49	53.35	100	2.02	49.05	63	7.78	26
BA	Ipirá	2023	53.75	54.55	100	4.76	65.68	76	11.21	78
BA	Iramaia	2023	43.64	51.87	100	9.68	32.55	79	8.92	16
BA	Itagimirim	2023	57.70	82.39	100	9.84	69.73	79	0.50	72
BA	João Dourado	2023	51.78	80.58	100	8.38	70.70	20	9.71	9
BA	Lagoa Real	2023	21.91	49.22	0	5.91	38.88	27	3.89	50
BA	Madre de Deus	2023	66.40	100.00	100	6.75	90.72	89	8.08	74
BA	Rio Real	2023	52.94	81.78	100	5.30	67.24	40	3.84	40
BA	Santa Luzia	2023	25.86	71.30	0	7.56	39.36	34	9.73	23
BA	Santana	2023	53.56	70.07	100	5.05	66.05	86	4.45	40
BA	Serra do Ramalho	2023	47.71	70.72	100	6.69	40.26	67	6.59	32
MG	Abaeté	2023	58.21	88.37	100	8.27	80.74	23	19.06	30
MG	Bom Jesus da Penha	2023	56.19	89.15	100	9.31	68.88	1	12.73	71
MG	Botumirim	2023	23.15	56.59	0	10.79	39.81	1	5.61	57
MG	Capinópolis	2023	65.19	95.39	100	9.95	85.19	81	22.46	39
MG	Careaçu	2023	62.45	89.43	100	18.33	66.04	59	24.19	70
MG	Estrela Dalva	2023	46.45	95.39	0	57.16	82.90	67	0.27	50
MG	Ferros	2023	54.32	73.11	100	32.57	62.55	5	8.05	65
MG	Francisco Dumont	2023	30.46	68.96	0	9.25	61.22	9	0.47	88
MG	Itaú de Minas	2023	67.83	99.19	100	5.78	87.93	83	22.17	72
MG	Itaúna	2023	67.16	99.06	100	10.66	85.17	38	30.68	78
MG	Manhumirim	2023	65.64	95.63	100	5.05	76.41	64	35.51	61
MG	Oliveira	2023	65.52	95.86	100	15.91	86.36	34	27.07	60
MG	Ouro Fino	2023	58.45	85.88	100	8.44	78.06	25	16.46	55
MG	Palmópolis	2023	36.27	80.86	0	13.22	64.64	58	10.73	50
MG	Papagaios	2023	63.43	88.15	100	14.96	77.38	76	16.12	70
MG	Pedra do Anta	2023	41.17	93.75	0	18.87	73.85	65	1.52	76
MG	Pedra do Indaiá	2023	43.17	88.61	0	45.58	69.43	45	19.17	44
MG	Pequi	2023	65.67	91.21	100	25.06	69.82	83	26.48	61
MG	Rio Novo	2023	62.56	96.16	100	7.33	70.54	50	23.09	74
MG	Rio Paranaíba	2023	64.60	73.24	100	21.50	84.56	83	21.11	72
MG	Sericita	2023	34.05	83.70	0	11.34	64.44	66	1.41	31
MG	Taiobeiras	2023	62.40	88.78	100	5.67	81.09	73	17.73	57
MG	Urucuia	2023	39.62	48.19	100	2.38	32.22	11	0.16	72
ES	Águia Branca	2023	51.24	71.03	100	17.16	60.75	12	6.51	57
RJ	Japeri	2023	61.58	100.00	100	6.27	70.85	74	3.37	87
RJ	Santo Antônio de Pádua	2023	61.87	94.63	100	8.57	74.89	74	7.57	76
SP	Alvinlândia	2023	59.83	98.64	100	21.66	73.89	18	23.57	11
SP	Avaré	2023	69.73	97.99	100	10.10	89.83	59	36.73	69
SP	Batatais	2023	70.87	97.56	100	14.98	90.92	62	34.82	78
SP	Canitar	2023	63.44	99.71	100	13.26	77.65	53	20.93	48
SP	Guaraci	2023	66.31	95.19	100	12.07	87.22	75	25.40	44
SP	Guarantã	2023	46.80	93.85	0	29.16	74.23	55	25.48	80
SP	Itapuí	2023	64.41	99.99	100	13.72	79.67	66	17.66	53
SP	Jambeiro	2023	71.70	96.91	100	48.83	90.69	66	19.89	65
SP	Pirapozinho	2023	66.12	99.82	100	6.57	81.36	48	32.50	63
SP	Rio Claro	2023	68.50	99.98	100	8.17	90.06	69	24.14	76
SP	Santo Antônio de Posse	2023	64.31	99.96	100	9.86	90.25	65	16.98	30
SP	Santo Antônio do Pinhal	2023	65.43	94.52	100	29.20	90.16	72	6.82	48
SP	São Pedro	2023	67.13	97.39	100	10.89	89.59	60	18.49	83
SP	Tabatinga	2023	64.69	98.20	100	7.05	74.96	60	29.32	61
SP	Valinhos	2023	71.85	100.00	100	11.54	90.18	82	37.70	69
PR	Borrazópolis	2023	60.50	91.49	100	13.46	79.17	42	7.96	69
PR	Candói	2023	53.47	60.32	100	9.74	49.49	77	16.31	81
PR	Centenário do Sul	2023	63.44	92.47	100	5.77	69.93	84	18.87	85
PR	Foz do Jordão	2023	64.91	99.38	100	25.37	90.64	40	0.89	82
PR	Honório Serpa	2023	26.74	60.32	0	12.64	53.25	24	5.08	38
PR	Pato Bragado	2023	62.31	96.33	100	10.90	76.52	36	25.54	50
PR	Paulo Frontin	2023	60.31	91.20	100	22.98	74.11	56	6.95	51
PR	Quedas do Iguaçu	2023	56.76	80.53	100	5.42	59.98	53	19.67	68
PR	Terra Boa	2023	61.53	99.27	100	5.93	65.22	49	22.27	72
SC	Capivari de Baixo	2023	64.97	99.78	100	4.34	77.82	74	21.50	69
SC	Içara	2023	70.11	99.99	100	4.23	89.78	78	26.47	97
SC	Meleiro	2023	64.76	97.04	100	17.83	69.39	74	30.52	42
SC	Nova Itaberaba	2023	51.78	71.54	100	13.77	62.33	37	7.67	39
SC	Princesa	2023	64.69	95.84	100	21.08	65.65	90	22.85	58
SC	São João Batista	2023	65.07	92.92	100	3.19	72.99	78	26.71	87
SC	Tangará	2023	51.66	72.20	100	15.34	31.94	78	17.78	55
SC	Treviso	2023	56.66	96.07	100	22.58	43.72	32	29.47	27
RS	Ametista do Sul	2023	66.99	98.03	100	8.17	89.50	33	30.98	73
RS	Bom Retiro do Sul	2023	64.75	99.54	100	8.47	90.80	27	22.46	59
RS	Constantina	2023	56.38	89.67	100	6.02	68.57	33	15.94	39
RS	Eldorado do Sul	2023	69.55	98.10	100	15.79	88.02	76	23.66	84
RS	Ibirubá	2023	65.34	89.26	100	10.61	81.96	68	35.15	41
RS	Inhacorá	2023	32.06	81.04	0	20.68	60.14	10	11.45	24
RS	Salvador do Sul	2023	72.62	94.82	100	15.14	80.72	39	79.87	28
RS	Santo Ângelo	2023	70.21	95.07	100	7.31	86.71	75	35.19	90
MS	Rochedo	2023	33.10	60.82	0	8.01	86.63	1	3.81	75
MS	Três Lagoas	2023	67.85	96.05	100	13.39	89.95	73	24.83	60
MT	Bom Jesus do Araguaia	2023	41.67	55.16	100	20.02	3.30	54	4.30	83
MT	Nova Bandeirantes	2023	42.04	49.59	100	9.16	14.70	51	10.29	77
GO	Aurilândia	2023	54.98	88.48	100	12.68	71.44	5	11.91	36
GO	Campo Limpo de Goiás	2023	55.76	98.89	100	5.15	73.70	1	0.26	69
GO	Castelândia	2023	61.28	94.36	100	13.95	91.64	8	20.95	26
GO	Goiatuba	2023	64.30	92.28	100	8.76	90.29	80	15.60	43
GO	Nazário	2023	64.43	99.44	100	17.80	90.30	60	19.80	12
GO	Santo Antônio de Goiás	2023	65.10	99.93	100	8.46	88.74	49	14.65	74
GO	São Francisco de Goiás	2023	55.19	88.80	100	9.80	75.77	4	3.20	59
GO	Senador Canedo	2023	68.70	99.91	100	5.75	83.87	74	29.28	84
RO	Nova União	2022	46.17	39.23	100	8.06	66.34	23	5.33	58
AM	Novo Aripuanã	2022	23.89	65.18	0	2.80	38.82	54	0.57	28
PA	Faro	2022	24.45	66.83	0	3.82	36.06	3	8.21	67
PA	Rio Maria	2022	52.91	77.41	100	3.62	70.65	41	11.68	19
PA	Santarém Novo	2022	42.70	70.80	100	5.45	40.67	10	5.67	9
PA	São João de Pirabas	2022	53.74	83.93	100	7.25	55.80	70	8.60	35
TO	Babaçulândia	2022	23.93	50.82	0	6.34	41.47	47	1.23	59
TO	Lagoa do Tocantins	2022	54.96	78.15	100	14.22	78.41	17	3.86	53
TO	Marianópolis do Tocantins	2022	25.12	55.37	0	10.83	35.68	66	0.85	56
TO	Palmeiras do Tocantins	2022	47.82	64.97	100	6.84	57.67	29	1.31	49
TO	Ponte Alta do Tocantins	2022	46.83	63.50	100	6.59	38.52	60	9.29	42
MA	Colinas	2022	51.62	67.59	100	2.48	60.69	80	11.64	21
MA	Milagres do Maranhão	2022	39.09	32.04	100	9.45	20.89	61	0.06	80
MA	Viana	2022	49.10	66.23	100	2.59	42.33	73	9.80	54
PI	Lagoa do Barro do Piauí	2022	43.43	31.74	100	6.67	69.60	1	2.57	57
PI	Pajeú do Piauí	2022	40.89	52.29	100	11.11	43.30	3	6.52	15
PI	Piripiri	2022	59.54	78.29	100	4.33	70.79	70	18.11	76
PI	Riacho Frio	2022	21.92	59.89	0	8.00	42.59	11	5.54	15
PI	União	2022	46.93	53.08	100	3.61	49.95	32	6.95	78
PI	Várzea Grande	2022	49.17	80.55	100	3.77	53.98	33	3.33	36
CE	Cedro	2022	59.61	95.92	100	8.95	51.93	83	16.91	68
CE	Iracema	2022	52.03	85.39	100	5.95	43.22	73	18.05	12
CE	Umari	2022	54.97	92.92	100	12.12	46.28	23	12.07	86
RN	Ipueira	2022	56.84	97.61	100	16.37	57.16	59	17.39	7
RN	Lajes Pintadas	2022	34.89	89.74	0	17.40	66.49	4	0.21	75
RN	Lucrécia	2022	35.88	99.66	0	9.55	77.79	10	9.23	9
RN	Santana do Seridó	2022	35.41	85.81	0	18.54	60.18	9	28.97	16
RN	Venha-Ver	2022	37.92	99.95	0	11.06	49.35	62	16.82	53
PB	Cabaceiras	2022	23.34	63.02	0	9.37	32.15	16	6.24	53
PB	Malta	2022	53.85	95.12	100	8.27	56.92	28	10.32	36
PB	São José dos Cordeiros	2022	46.29	68.44	100	9.77	53.91	10	4.41	28
PE	Mirandiba	2022	42.46	51.32	100	2.35	39.88	18	9.41	50
PE	Palmares	2022	59.36	95.70	100	4.88	72.65	84	5.72	43
PE	Rio Formoso	2022	58.56	99.46	100	7.49	63.87	83	13.10	18
PE	São Caitano	2022	58.22	98.20	100	4.94	71.00	42	0.97	78
PE	Moreilândia	2022	51.72	82.17	100	6.32	52.67	87	2.63	20
PE	Tacaratu	2022	46.05	67.57	100	4.18	40.85	26	14.15	34
AL	Ouro Branco	2022	52.42	87.81	100	5.82	62.44	12	3.39	59
AL	Piranhas	2022	50.39	82.31	100	5.89	55.13	54	6.24	12
AL	Porto Real do Colégio	2022	56.71	86.43	100	4.98	62.60	85	0.04	73
AL	Quebrangulo	2022	48.87	86.94	100	3.01	24.39	71	1.03	77
SE	Maruim	2022	60.13	100.00	100	5.30	62.65	74	14.15	56
BA	Brejões	2022	57.78	89.89	100	9.01	65.28	71	5.44	61
BA	Irajuba	2022	43.24	55.63	100	8.19	39.56	29	0.20	57
BA	Santaluz	2022	53.12	67.11	100	2.20	57.42	87	8.93	60
BA	Taperoá	2022	44.25	57.43	100	4.62	39.98	34	6.58	50
BA	Valença	2022	60.64	76.37	100	5.84	73.06	87	18.49	72
MG	Angelândia	2022	53.04	87.81	100	6.48	57.39	47	8.31	33
MG	Belo Vale	2022	60.15	97.17	100	13.52	65.87	74	12.01	43
MG	Bonfinópolis de Minas	2022	31.60	73.83	0	9.04	67.33	7	4.62	63
MG	Campo Belo	2022	65.94	98.65	100	4.46	83.17	65	26.80	63
MG	Catas Altas da Noruega	2022	54.42	76.61	100	16.07	54.94	44	14.25	59
MG	Cláudio	2022	63.66	94.73	100	6.63	84.39	21	33.63	50
MG	Conceição de Ipanema	2022	49.20	75.59	100	11.34	30.75	48	7.45	79
MG	Francisco Badaró	2022	50.06	66.42	100	11.31	55.74	60	8.04	26
MG	Guarará	2022	66.85	99.10	100	15.87	76.29	65	35.15	48
MG	Itambacuri	2022	55.19	79.30	100	5.54	69.77	53	4.67	61
MG	Ladainha	2022	22.37	41.28	0	4.64	36.97	47	0.83	79
MG	Minas Novas	2022	50.11	70.69	100	6.83	58.41	56	2.64	37
MG	Paracatu	2022	65.34	90.20	100	4.25	87.43	36	30.19	82
MG	Santa Juliana	2022	69.63	91.13	100	10.59	92.98	90	33.05	57
MG	Santa Maria do Suaçuí	2022	37.14	87.74	0	7.82	71.67	63	3.65	52
MG	Santana da Vargem	2022	55.33	87.34	100	5.02	68.73	19	12.34	55
MG	Santana do Deserto	2022	54.87	96.31	100	13.34	39.28	66	10.44	56
MG	Santana do Paraíso	2022	61.64	98.47	100	5.21	54.36	78	25.07	74
MG	Simonésia	2022	53.88	77.10	100	4.22	55.17	62	9.81	69
MG	Tarumirim	2022	32.94	82.08	0	15.86	60.28	29	1.58	57
MG	Turvolândia	2022	53.99	90.99	100	6.75	63.66	6	11.99	49
MG	Uberlândia	2022	73.27	99.08	100	8.85	93.77	99	44.12	52
MG	Veríssimo	2022	32.94	70.40	0	14.65	49.30	61	7.16	78
RJ	Casimiro de Abreu	2022	69.26	99.06	100	7.95	86.75	82	26.18	84
RJ	Rio Claro	2022	59.84	90.79	100	11.49	70.90	74	2.60	76
SP	Echaporã	2022	61.90	90.49	100	10.74	86.97	42	15.78	51
SP	Emilianópolis	2022	60.59	96.28	100	16.58	71.36	47	24.64	17
SP	Estrela do Norte	2022	64.53	95.26	100	18.49	92.77	60	8.10	53
SP	Guaiçara	2022	65.31	97.75	100	7.41	88.00	80	8.19	78
SP	Mineiros do Tietê	2022	68.90	99.78	100	8.90	77.59	63	42.30	71
SP	Penápolis	2022	67.21	99.57	100	7.29	82.41	76	21.76	83
SP	São Lourenço da Serra	2022	67.10	99.33	100	22.93	92.39	67	13.63	51
SP	São Pedro	2022	66.30	97.45	100	7.40	83.48	61	22.56	83
SP	Silveiras	2022	39.90	81.88	0	16.16	73.49	34	17.90	74
SP	Tietê	2022	71.04	98.04	100	9.29	91.72	69	37.75	73
PR	Araucária	2022	70.41	99.80	100	9.01	91.49	75	26.30	90
PR	Boa Vista da Aparecida	2022	59.93	90.36	100	8.41	77.23	74	4.46	59
PR	Cambira	2022	56.07	89.62	100	7.04	63.37	58	9.86	42
PR	Guairaçá	2022	39.41	89.91	0	10.18	68.36	64	7.88	75
PR	Laranjeiras do Sul	2022	64.19	91.55	100	5.69	80.90	66	20.42	78
PR	Missal	2022	66.63	91.45	100	9.03	83.69	77	26.86	71
PR	Paraíso do Norte	2022	63.15	99.26	100	3.77	79.09	65	16.95	60
PR	Planalto	2022	52.15	72.12	100	5.80	50.85	47	10.61	78
PR	Santa Inês	2022	65.04	74.27	100	28.59	92.59	40	19.87	82
PR	Saudade do Iguaçu	2022	59.21	94.87	100	13.64	78.60	16	14.96	43
PR	Verê	2022	32.61	80.20	0	8.40	61.50	19	12.22	45
SC	Braço do Norte	2022	67.05	97.89	100	2.96	84.54	62	28.98	79
SC	Chapadão do Lageado	2022	40.94	84.08	0	22.59	92.12	31	18.33	14
SC	Iomerê	2022	68.55	93.30	100	17.37	92.94	71	24.82	63
SC	Iraceminha	2022	53.53	81.11	100	12.54	54.75	19	22.48	38
SC	Vitor Meireles	2022	47.98	55.89	100	12.41	38.79	71	2.63	79
RS	Alegria	2022	34.54	91.81	0	9.13	63.21	10	9.49	55
RS	Campo Novo	2022	57.26	96.97	100	10.05	60.13	40	24.11	18
RS	Capela de Santana	2022	60.36	99.99	100	11.94	78.81	39	20.98	8
RS	Coronel Barros	2022	70.56	95.18	100	23.61	89.33	75	48.06	12
RS	Itapuca	2022	50.27	66.11	100	25.80	56.91	11	0.13	70
RS	Mampituba	2022	19.61	55.50	0	15.96	4.13	78	2.69	36
RS	Nova Bréscia	2022	52.14	92.94	100	5.47	20.61	80	12.68	75
RS	Palmeira das Missões	2022	57.56	89.75	100	3.51	77.61	52	7.75	42
RS	Santa Tereza	2022	60.99	95.85	100	22.14	77.31	3	21.94	46
MT	Sinop	2022	70.68	96.89	100	7.31	91.04	65	38.58	79
GO	Iaciara	2022	54.33	76.45	100	4.72	77.34	22	4.13	65
GO	Santa Rita do Araguaia	2022	54.10	89.52	100	8.43	50.51	43	5.70	75
RO	Ariquemes	2021	61.10	86.26	100	5.09	70.88	74	15.45	82
AM	Novo Aripuanã	2021	22.79	64.82	0	2.92	29.87	62	0.14	33
PA	Cachoeira do Arari	2021	17.65	36.37	0	3.17	29.78	21	1.33	65
TO	Lajeado	2021	56.63	79.10	100	24.10	56.10	67	3.66	78
MA	Alto Alegre do Maranhão	2021	52.04	86.80	100	2.75	44.65	87	3.25	44
MA	Cajapió	2021	43.76	59.14	100	6.85	33.49	56	1.03	48
MA	Fortaleza dos Nogueiras	2021	49.29	63.12	100	4.06	52.04	63	0.14	73
MA	Governador Nunes Freire	2021	47.40	64.70	100	4.03	43.31	47	0.50	79
MA	Paulino Neves	2021	41.84	41.01	100	3.15	31.75	54	1.65	81
MA	Sambaíba	2021	25.25	54.25	0	9.04	37.58	56	1.19	69
MA	Santa Helena	2021	44.57	54.19	100	3.60	35.23	72	0.16	65
MA	Santa Inês	2021	62.30	96.77	100	7.43	70.92	94	8.86	68
MA	Santa Quitéria do Maranhão	2021	42.61	54.87	100	2.98	35.93	52	3.69	37
MA	São Domingos do Maranhão	2021	47.27	62.66	100	4.48	49.38	78	3.42	22
MA	São João do Carú	2021	39.25	61.64	100	4.89	29.82	3	0.26	37
PI	Beneditinos	2021	25.11	67.28	0	7.36	46.14	12	2.59	46
PI	Capitão Gervásio Oliveira	2021	41.93	49.93	100	12.45	45.18	6	1.53	43
PI	Monsenhor Gil	2021	47.22	56.01	100	4.87	42.30	71	3.52	68
PI	Novo Oriente do Piauí	2021	26.33	56.93	0	7.85	41.16	52	6.55	57
PI	Santa Cruz do Piauí	2021	29.14	72.54	0	4.11	58.14	4	15.90	33
CE	Abaiara	2021	51.14	90.60	100	6.44	40.87	38	3.22	70
CE	Campos Sales	2021	52.36	82.16	100	8.41	54.61	69	6.05	27
CE	Cruz	2021	52.65	86.99	100	7.16	42.75	71	20.71	11
CE	Ibiapina	2021	54.13	88.19	100	9.19	41.57	64	9.74	72
CE	Quixelô	2021	46.14	49.96	100	4.78	40.43	55	9.96	69
CE	Santana do Acaraú	2021	44.41	76.01	100	5.48	29.00	49	4.99	23
CE	Ubajara	2021	56.08	86.80	100	5.83	48.04	72	12.93	78
RN	Água Nova	2021	26.98	90.62	0	15.61	31.48	27	3.49	21
RN	Espírito Santo	2021	48.95	95.45	100	7.37	31.68	24	0.64	69
RN	Jundiá	2021	48.90	100.00	100	13.03	33.98	36	4.06	14
RN	Lagoa de Velhos	2021	36.35	77.12	0	28.22	86.30	20	0.11	33
RN	Riachuelo	2021	49.60	93.62	100	9.28	39.19	51	2.92	24
PB	Aguiar	2021	23.69	57.27	0	9.14	38.93	25	0.09	65
PB	Cacimba de Areia	2021	27.19	81.76	0	13.86	32.81	34	0.02	54
PB	Conceição	2021	48.15	71.46	100	5.40	47.22	27	5.48	61
PB	Curral Velho	2021	31.99	82.88	0	30.74	37.08	47	2.64	59
PB	Juarez Távora	2021	29.99	87.43	0	9.62	50.51	33	0.03	38
PB	Piancó	2021	50.74	82.93	100	6.37	50.87	54	1.54	43
PB	São Domingos	2021	25.37	83.16	0	16.48	32.61	24	1.76	19
PE	Tacaimbó	2021	28.76	75.82	0	6.00	40.30	7	13.78	73
AL	Joaquim Gomes	2021	49.75	75.49	100	6.38	40.15	66	1.24	71
AL	Roteiro	2021	54.03	91.81	100	11.62	49.69	50	0.07	74
SE	Arauá	2021	50.90	87.25	100	5.22	42.75	43	6.00	60
SE	Laranjeiras	2021	56.85	98.99	100	8.47	54.60	77	9.06	37
SE	Salgado	2021	49.90	81.92	100	2.56	41.94	35	15.02	46
SE	Santa Luzia do Itanhy	2021	42.13	70.67	100	3.62	17.78	32	3.94	60
BA	Boninal	2021	38.74	38.85	100	3.54	29.27	42	0.05	60
BA	Coronel João Sá	2021	43.94	56.50	100	4.96	50.85	18	6.99	27
BA	Curaçá	2021	44.42	48.98	100	7.33	41.34	75	3.19	37
BA	Dias d'Ávila	2021	57.21	98.68	100	6.75	45.26	92	2.52	83
BA	Entre Rios	2021	53.12	78.28	100	7.34	65.97	44	4.40	47
BA	Manoel Vitorino	2021	40.23	43.62	100	3.97	30.84	32	1.95	69
BA	Remanso	2021	49.77	61.76	100	4.35	53.75	81	6.64	39
BA	Santa Brígida	2021	19.88	46.17	0	3.69	38.44	47	3.51	13
BA	Senhor do Bonfim	2021	62.04	93.87	100	5.80	69.06	90	22.13	44
BA	Una	2021	47.95	54.75	100	14.19	54.34	25	6.19	63
MG	Bonfinópolis de Minas	2021	30.98	74.25	0	9.52	63.33	6	3.32	69
MG	Cordisburgo	2021	56.15	77.14	100	14.43	63.66	67	3.51	73
MG	Dom Silvério	2021	61.33	86.59	100	14.75	69.32	67	22.93	53
MG	Guaraciaba	2021	19.98	40.44	0	7.48	33.07	63	7.36	11
MG	Materlândia	2021	47.58	51.33	100	11.64	42.58	66	1.28	84
MG	Onça de Pitangui	2021	61.43	71.04	100	32.58	83.10	57	14.61	52
MG	Pedra do Indaiá	2021	55.82	72.48	100	45.24	58.04	35	11.70	38
MG	Pimenta	2021	58.44	93.49	100	14.74	74.34	19	11.76	52
MG	Piranguçu	2021	48.44	66.40	100	9.34	43.58	6	23.44	47
MG	Santa Cruz de Salinas	2021	44.85	43.74	100	18.92	31.10	64	3.17	76
